,uid,label_id,path,label_num
34403,c1d39ce8,11,../../Data/train/audio/one/c1d39ce8_nohash_1.wav,0
37789,c1d39ce8,1,../../Data/train/audio/no/c1d39ce8_nohash_3.wav,0
47144,28ce0c58,2,../../Data/train/audio/up/28ce0c58_nohash_3.wav,4
38782,28ce0c58,1,../../Data/train/audio/no/28ce0c58_nohash_0.wav,4
42392,28ce0c58,8,../../Data/train/audio/stop/28ce0c58_nohash_3.wav,4
33335,e7ea8b76,0,../../Data/train/audio/yes/e7ea8b76_nohash_3.wav,5
59706,bdee441c,6,../../Data/train/audio/on/bdee441c_nohash_3.wav,8
36404,28ce0c58,11,../../Data/train/audio/one/28ce0c58_nohash_0.wav,4
38917,9a7c1f83,5,../../Data/train/audio/right/9a7c1f83_nohash_1.wav,9
10591,c1d39ce8,11,../../Data/train/audio/three/c1d39ce8_nohash_8.wav,0
61143,e7ea8b76,11,../../Data/train/audio/two/e7ea8b76_nohash_0.wav,5
11678,28ce0c58,11,../../Data/train/audio/three/28ce0c58_nohash_5.wav,4
49377,cb2929ce,11,../../Data/train/audio/seven/cb2929ce_nohash_2.wav,3
5542,bdee441c,11,../../Data/train/audio/four/bdee441c_nohash_2.wav,8
23413,e7ea8b76,11,../../Data/train/audio/five/e7ea8b76_nohash_0.wav,5
44128,7c1d8533,9,../../Data/train/audio/go/7c1d8533_nohash_5.wav,6
23421,cb2929ce,11,../../Data/train/audio/five/cb2929ce_nohash_0.wav,3
10235,c120e80e,11,../../Data/train/audio/three/c120e80e_nohash_0.wav,1
45729,e7ea8b76,9,../../Data/train/audio/go/e7ea8b76_nohash_7.wav,5
32612,d0faf7e4,0,../../Data/train/audio/yes/d0faf7e4_nohash_6.wav,7
38446,d0faf7e4,1,../../Data/train/audio/no/d0faf7e4_nohash_2.wav,7
50746,bdee441c,11,../../Data/train/audio/bed/bdee441c_nohash_0.wav,8
32656,d0faf7e4,0,../../Data/train/audio/yes/d0faf7e4_nohash_3.wav,7
31602,c1d39ce8,11,../../Data/train/audio/zero/c1d39ce8_nohash_0.wav,0
53709,d0faf7e4,11,../../Data/train/audio/dog/d0faf7e4_nohash_0.wav,7
43321,c120e80e,8,../../Data/train/audio/stop/c120e80e_nohash_3.wav,1
57854,e7ea8b76,11,../../Data/train/audio/nine/e7ea8b76_nohash_2.wav,5
22979,9a7c1f83,11,../../Data/train/audio/five/9a7c1f83_nohash_1.wav,9
56377,7c1d8533,11,../../Data/train/audio/nine/7c1d8533_nohash_0.wav,6
34825,9a7c1f83,11,../../Data/train/audio/one/9a7c1f83_nohash_0.wav,9
59592,c120e80e,6,../../Data/train/audio/on/c120e80e_nohash_5.wav,1
38242,d0faf7e4,1,../../Data/train/audio/no/d0faf7e4_nohash_0.wav,7
39776,d0faf7e4,5,../../Data/train/audio/right/d0faf7e4_nohash_3.wav,7
25565,d0faf7e4,3,../../Data/train/audio/down/d0faf7e4_nohash_4.wav,7
40268,bdee441c,5,../../Data/train/audio/right/bdee441c_nohash_3.wav,8
25326,9a7c1f83,3,../../Data/train/audio/down/9a7c1f83_nohash_1.wav,9
8966,c1d39ce8,11,../../Data/train/audio/six/c1d39ce8_nohash_3.wav,0
46485,e7ea8b76,2,../../Data/train/audio/up/e7ea8b76_nohash_0.wav,5
24605,28ce0c58,11,../../Data/train/audio/five/28ce0c58_nohash_5.wav,4
57924,c1d39ce8,11,../../Data/train/audio/nine/c1d39ce8_nohash_4.wav,0
59184,c1d39ce8,6,../../Data/train/audio/on/c1d39ce8_nohash_9.wav,0
45358,28ce0c58,9,../../Data/train/audio/go/28ce0c58_nohash_2.wav,4
24270,c1d39ce8,11,../../Data/train/audio/five/c1d39ce8_nohash_2.wav,0
17883,7c1d8533,7,../../Data/train/audio/off/7c1d8533_nohash_4.wav,6
17287,d0faf7e4,7,../../Data/train/audio/off/d0faf7e4_nohash_1.wav,7
39089,c120e80e,5,../../Data/train/audio/right/c120e80e_nohash_0.wav,1
21911,c1d39ce8,11,../../Data/train/audio/eight/c1d39ce8_nohash_2.wav,0
42883,c120e80e,8,../../Data/train/audio/stop/c120e80e_nohash_1.wav,1
40279,7c1d8533,5,../../Data/train/audio/right/7c1d8533_nohash_4.wav,6
42124,c1d39ce8,8,../../Data/train/audio/stop/c1d39ce8_nohash_9.wav,0
40990,cb2929ce,5,../../Data/train/audio/right/cb2929ce_nohash_7.wav,3
48825,e7ea8b76,11,../../Data/train/audio/seven/e7ea8b76_nohash_5.wav,5
57481,e7ea8b76,11,../../Data/train/audio/nine/e7ea8b76_nohash_3.wav,5
3076,d0faf7e4,11,../../Data/train/audio/happy/d0faf7e4_nohash_0.wav,7
22528,c1d39ce8,11,../../Data/train/audio/eight/c1d39ce8_nohash_4.wav,0
57998,9a7c1f83,11,../../Data/train/audio/nine/9a7c1f83_nohash_3.wav,9
26341,c1d39ce8,3,../../Data/train/audio/down/c1d39ce8_nohash_5.wav,0
12435,9a7c1f83,4,../../Data/train/audio/left/9a7c1f83_nohash_1.wav,9
13514,28ce0c58,4,../../Data/train/audio/left/28ce0c58_nohash_3.wav,4
21861,c120e80e,11,../../Data/train/audio/eight/c120e80e_nohash_5.wav,1
29463,7c1d8533,11,../../Data/train/audio/zero/7c1d8533_nohash_3.wav,6
22119,e7ea8b76,11,../../Data/train/audio/eight/e7ea8b76_nohash_3.wav,5
59579,c1d39ce8,6,../../Data/train/audio/on/c1d39ce8_nohash_3.wav,0
58748,c1d39ce8,6,../../Data/train/audio/on/c1d39ce8_nohash_7.wav,0
37091,c1d39ce8,1,../../Data/train/audio/no/c1d39ce8_nohash_8.wav,0
18458,c1d39ce8,7,../../Data/train/audio/off/c1d39ce8_nohash_4.wav,0
38156,cb2929ce,1,../../Data/train/audio/no/cb2929ce_nohash_4.wav,3
56879,9a7c1f83,11,../../Data/train/audio/nine/9a7c1f83_nohash_2.wav,9
48447,7c1d8533,11,../../Data/train/audio/seven/7c1d8533_nohash_3.wav,6
47630,c120e80e,2,../../Data/train/audio/up/c120e80e_nohash_6.wav,1
52783,7c1d8533,11,../../Data/train/audio/dog/7c1d8533_nohash_0.wav,6
12169,bdee441c,11,../../Data/train/audio/three/bdee441c_nohash_5.wav,8
20586,bdee441c,11,../../Data/train/audio/eight/bdee441c_nohash_0.wav,8
62782,cb2929ce,11,../../Data/train/audio/two/cb2929ce_nohash_7.wav,3
34140,e7ea8b76,11,../../Data/train/audio/one/e7ea8b76_nohash_1.wav,5
47980,c1d39ce8,2,../../Data/train/audio/up/c1d39ce8_nohash_4.wav,0
50751,e7ea8b76,11,../../Data/train/audio/bed/e7ea8b76_nohash_1.wav,5
26675,bdee441c,3,../../Data/train/audio/down/bdee441c_nohash_3.wav,8
13433,c1d39ce8,4,../../Data/train/audio/left/c1d39ce8_nohash_5.wav,0
7762,7c1d8533,11,../../Data/train/audio/six/7c1d8533_nohash_3.wav,6
29287,28ce0c58,11,../../Data/train/audio/sheila/28ce0c58_nohash_0.wav,4
23787,cb2929ce,11,../../Data/train/audio/five/cb2929ce_nohash_3.wav,3
53656,c120e80e,11,../../Data/train/audio/dog/c120e80e_nohash_1.wav,1
61617,cb8f8307,11,../../Data/train/audio/two/cb8f8307_nohash_2.wav,2
24828,bdee441c,11,../../Data/train/audio/five/bdee441c_nohash_4.wav,8
48833,7c1d8533,11,../../Data/train/audio/seven/7c1d8533_nohash_0.wav,6
23177,cb8f8307,11,../../Data/train/audio/five/cb8f8307_nohash_0.wav,2
35989,c120e80e,11,../../Data/train/audio/one/c120e80e_nohash_2.wav,1
17355,c120e80e,7,../../Data/train/audio/off/c120e80e_nohash_8.wav,1
49348,28ce0c58,11,../../Data/train/audio/seven/28ce0c58_nohash_4.wav,4
44636,cb2929ce,9,../../Data/train/audio/go/cb2929ce_nohash_2.wav,3
47922,cb2929ce,2,../../Data/train/audio/up/cb2929ce_nohash_6.wav,3
54400,c1d39ce8,11,../../Data/train/audio/tree/c1d39ce8_nohash_1.wav,0
22038,cb8f8307,11,../../Data/train/audio/eight/cb8f8307_nohash_4.wav,2
52378,28ce0c58,11,../../Data/train/audio/bed/28ce0c58_nohash_0.wav,4
16495,c120e80e,7,../../Data/train/audio/off/c120e80e_nohash_7.wav,1
48731,7c1d8533,11,../../Data/train/audio/seven/7c1d8533_nohash_1.wav,6
59988,e7ea8b76,6,../../Data/train/audio/on/e7ea8b76_nohash_4.wav,5
37468,cb8f8307,1,../../Data/train/audio/no/cb8f8307_nohash_2.wav,2
23884,cb8f8307,11,../../Data/train/audio/five/cb8f8307_nohash_2.wav,2
5614,c120e80e,11,../../Data/train/audio/four/c120e80e_nohash_3.wav,1
46492,cb2929ce,2,../../Data/train/audio/up/cb2929ce_nohash_0.wav,3
7937,cb8f8307,11,../../Data/train/audio/six/cb8f8307_nohash_6.wav,2
25184,28ce0c58,11,../../Data/train/audio/five/28ce0c58_nohash_0.wav,4
33499,d0faf7e4,0,../../Data/train/audio/yes/d0faf7e4_nohash_0.wav,7
22650,cb8f8307,11,../../Data/train/audio/eight/cb8f8307_nohash_1.wav,2
5268,d0faf7e4,11,../../Data/train/audio/four/d0faf7e4_nohash_0.wav,7
11418,bdee441c,11,../../Data/train/audio/three/bdee441c_nohash_3.wav,8
61810,28ce0c58,11,../../Data/train/audio/two/28ce0c58_nohash_3.wav,4
11720,d0faf7e4,11,../../Data/train/audio/three/d0faf7e4_nohash_0.wav,7
50287,bdee441c,11,../../Data/train/audio/seven/bdee441c_nohash_4.wav,8
44540,d0faf7e4,9,../../Data/train/audio/go/d0faf7e4_nohash_3.wav,7
17814,c1d39ce8,7,../../Data/train/audio/off/c1d39ce8_nohash_2.wav,0
30777,7c1d8533,11,../../Data/train/audio/zero/7c1d8533_nohash_4.wav,6
6866,cb2929ce,11,../../Data/train/audio/bird/cb2929ce_nohash_1.wav,3
27947,7c1d8533,11,../../Data/train/audio/sheila/7c1d8533_nohash_0.wav,6
22470,cb2929ce,11,../../Data/train/audio/eight/cb2929ce_nohash_6.wav,3
10092,7c1d8533,11,../../Data/train/audio/three/7c1d8533_nohash_3.wav,6
62894,c1d39ce8,11,../../Data/train/audio/two/c1d39ce8_nohash_0.wav,0
45853,c1d39ce8,9,../../Data/train/audio/go/c1d39ce8_nohash_0.wav,0
29386,bdee441c,11,../../Data/train/audio/zero/bdee441c_nohash_0.wav,8
43252,bdee441c,8,../../Data/train/audio/stop/bdee441c_nohash_2.wav,8
56902,28ce0c58,11,../../Data/train/audio/nine/28ce0c58_nohash_4.wav,4
48104,cb8f8307,2,../../Data/train/audio/up/cb8f8307_nohash_1.wav,2
37816,cb2929ce,1,../../Data/train/audio/no/cb2929ce_nohash_1.wav,3
46498,28ce0c58,2,../../Data/train/audio/up/28ce0c58_nohash_1.wav,4
40854,bdee441c,5,../../Data/train/audio/right/bdee441c_nohash_2.wav,8
10929,d0faf7e4,11,../../Data/train/audio/three/d0faf7e4_nohash_3.wav,7
3799,cb8f8307,11,../../Data/train/audio/four/cb8f8307_nohash_6.wav,2
30768,bdee441c,11,../../Data/train/audio/zero/bdee441c_nohash_3.wav,8
43636,bdee441c,9,../../Data/train/audio/go/bdee441c_nohash_0.wav,8
10886,cb2929ce,11,../../Data/train/audio/three/cb2929ce_nohash_3.wav,3
3796,cb2929ce,11,../../Data/train/audio/four/cb2929ce_nohash_5.wav,3
396,cb2929ce,11,../../Data/train/audio/wow/cb2929ce_nohash_0.wav,3
56806,c1d39ce8,11,../../Data/train/audio/nine/c1d39ce8_nohash_9.wav,0
62586,cb2929ce,11,../../Data/train/audio/two/cb2929ce_nohash_6.wav,3
60576,28ce0c58,6,../../Data/train/audio/on/28ce0c58_nohash_0.wav,4
32625,c120e80e,0,../../Data/train/audio/yes/c120e80e_nohash_8.wav,1
6126,c1d39ce8,11,../../Data/train/audio/bird/c1d39ce8_nohash_1.wav,0
62654,bdee441c,11,../../Data/train/audio/two/bdee441c_nohash_2.wav,8
46373,7c1d8533,2,../../Data/train/audio/up/7c1d8533_nohash_1.wav,6
9313,cb2929ce,11,../../Data/train/audio/six/cb2929ce_nohash_4.wav,3
33520,cb8f8307,0,../../Data/train/audio/yes/cb8f8307_nohash_5.wav,2
57775,c120e80e,11,../../Data/train/audio/nine/c120e80e_nohash_2.wav,1
44386,9a7c1f83,9,../../Data/train/audio/go/9a7c1f83_nohash_4.wav,9
11925,cb2929ce,11,../../Data/train/audio/three/cb2929ce_nohash_6.wav,3
24340,7c1d8533,11,../../Data/train/audio/five/7c1d8533_nohash_4.wav,6
3985,c1d39ce8,11,../../Data/train/audio/four/c1d39ce8_nohash_7.wav,0
64299,d0faf7e4,11,../../Data/train/audio/marvin/d0faf7e4_nohash_0.wav,7
32299,c120e80e,0,../../Data/train/audio/yes/c120e80e_nohash_9.wav,1
33168,bdee441c,0,../../Data/train/audio/yes/bdee441c_nohash_3.wav,8
29871,28ce0c58,11,../../Data/train/audio/zero/28ce0c58_nohash_1.wav,4
49844,cb8f8307,11,../../Data/train/audio/seven/cb8f8307_nohash_4.wav,2
43840,c120e80e,9,../../Data/train/audio/go/c120e80e_nohash_0.wav,1
61152,28ce0c58,11,../../Data/train/audio/two/28ce0c58_nohash_1.wav,4
58672,7c1d8533,6,../../Data/train/audio/on/7c1d8533_nohash_1.wav,6
30995,c120e80e,11,../../Data/train/audio/zero/c120e80e_nohash_6.wav,1
31382,bdee441c,11,../../Data/train/audio/zero/bdee441c_nohash_2.wav,8
56194,cb2929ce,11,../../Data/train/audio/nine/cb2929ce_nohash_5.wav,3
33756,bdee441c,0,../../Data/train/audio/yes/bdee441c_nohash_2.wav,8
25660,cb8f8307,3,../../Data/train/audio/down/cb8f8307_nohash_3.wav,2
12871,e7ea8b76,4,../../Data/train/audio/left/e7ea8b76_nohash_0.wav,5
62948,28ce0c58,11,../../Data/train/audio/two/28ce0c58_nohash_0.wav,4
23940,cb2929ce,11,../../Data/train/audio/five/cb2929ce_nohash_2.wav,3
32510,9a7c1f83,0,../../Data/train/audio/yes/9a7c1f83_nohash_4.wav,9
43171,e7ea8b76,8,../../Data/train/audio/stop/e7ea8b76_nohash_2.wav,5
32151,cb8f8307,0,../../Data/train/audio/yes/cb8f8307_nohash_3.wav,2
41593,c1d39ce8,8,../../Data/train/audio/stop/c1d39ce8_nohash_6.wav,0
31233,c120e80e,11,../../Data/train/audio/zero/c120e80e_nohash_2.wav,1
36123,bdee441c,11,../../Data/train/audio/one/bdee441c_nohash_2.wav,8
31458,d0faf7e4,11,../../Data/train/audio/zero/d0faf7e4_nohash_5.wav,7
9516,c120e80e,11,../../Data/train/audio/six/c120e80e_nohash_2.wav,1
25520,cb8f8307,3,../../Data/train/audio/down/cb8f8307_nohash_0.wav,2
14010,cb2929ce,4,../../Data/train/audio/left/cb2929ce_nohash_4.wav,3
59780,cb8f8307,6,../../Data/train/audio/on/cb8f8307_nohash_4.wav,2
8203,7c1d8533,11,../../Data/train/audio/six/7c1d8533_nohash_5.wav,6
13375,cb2929ce,4,../../Data/train/audio/left/cb2929ce_nohash_2.wav,3
41103,c120e80e,5,../../Data/train/audio/right/c120e80e_nohash_4.wav,1
17943,cb8f8307,7,../../Data/train/audio/off/cb8f8307_nohash_4.wav,2
34487,7c1d8533,11,../../Data/train/audio/one/7c1d8533_nohash_1.wav,6
12625,c120e80e,4,../../Data/train/audio/left/c120e80e_nohash_0.wav,1
34372,cb8f8307,11,../../Data/train/audio/one/cb8f8307_nohash_0.wav,2
59718,7c1d8533,6,../../Data/train/audio/on/7c1d8533_nohash_4.wav,6
42317,c1d39ce8,8,../../Data/train/audio/stop/c1d39ce8_nohash_5.wav,0
12845,7c1d8533,4,../../Data/train/audio/left/7c1d8533_nohash_0.wav,6
36061,d0faf7e4,11,../../Data/train/audio/one/d0faf7e4_nohash_2.wav,7
8490,d0faf7e4,11,../../Data/train/audio/six/d0faf7e4_nohash_1.wav,7
40509,c120e80e,5,../../Data/train/audio/right/c120e80e_nohash_1.wav,1
26250,28ce0c58,3,../../Data/train/audio/down/28ce0c58_nohash_4.wav,4
37356,28ce0c58,1,../../Data/train/audio/no/28ce0c58_nohash_6.wav,4
20926,7c1d8533,11,../../Data/train/audio/eight/7c1d8533_nohash_1.wav,6
14043,28ce0c58,4,../../Data/train/audio/left/28ce0c58_nohash_5.wav,4
37583,c1d39ce8,1,../../Data/train/audio/no/c1d39ce8_nohash_5.wav,0
26823,e7ea8b76,3,../../Data/train/audio/down/e7ea8b76_nohash_3.wav,5
60411,cb8f8307,6,../../Data/train/audio/on/cb8f8307_nohash_1.wav,2
45564,d0faf7e4,9,../../Data/train/audio/go/d0faf7e4_nohash_2.wav,7
58551,c120e80e,6,../../Data/train/audio/on/c120e80e_nohash_0.wav,1
56359,c1d39ce8,11,../../Data/train/audio/nine/c1d39ce8_nohash_7.wav,0
59062,9a7c1f83,6,../../Data/train/audio/on/9a7c1f83_nohash_4.wav,9
37009,28ce0c58,1,../../Data/train/audio/no/28ce0c58_nohash_1.wav,4
41515,cb2929ce,8,../../Data/train/audio/stop/cb2929ce_nohash_5.wav,3
35063,9a7c1f83,11,../../Data/train/audio/one/9a7c1f83_nohash_2.wav,9
52630,cb8f8307,11,../../Data/train/audio/dog/cb8f8307_nohash_0.wav,2
50305,cb2929ce,11,../../Data/train/audio/seven/cb2929ce_nohash_6.wav,3
58398,7c1d8533,6,../../Data/train/audio/on/7c1d8533_nohash_3.wav,6
40929,9a7c1f83,5,../../Data/train/audio/right/9a7c1f83_nohash_3.wav,9
26158,c120e80e,3,../../Data/train/audio/down/c120e80e_nohash_8.wav,1
2179,cb2929ce,11,../../Data/train/audio/happy/cb2929ce_nohash_0.wav,3
25014,cb8f8307,11,../../Data/train/audio/five/cb8f8307_nohash_1.wav,2
60675,bdee441c,11,../../Data/train/audio/two/bdee441c_nohash_0.wav,8
31773,c120e80e,0,../../Data/train/audio/yes/c120e80e_nohash_7.wav,1
11023,cb2929ce,11,../../Data/train/audio/three/cb2929ce_nohash_2.wav,3
16957,e7ea8b76,7,../../Data/train/audio/off/e7ea8b76_nohash_0.wav,5
25736,7c1d8533,3,../../Data/train/audio/down/7c1d8533_nohash_0.wav,6
59936,c120e80e,6,../../Data/train/audio/on/c120e80e_nohash_6.wav,1
20485,28ce0c58,11,../../Data/train/audio/house/28ce0c58_nohash_0.wav,4
16566,7c1d8533,7,../../Data/train/audio/off/7c1d8533_nohash_3.wav,6
23881,9a7c1f83,11,../../Data/train/audio/five/9a7c1f83_nohash_2.wav,9
15066,e7ea8b76,11,../../Data/train/audio/cat/e7ea8b76_nohash_0.wav,5
18679,c1d39ce8,7,../../Data/train/audio/off/c1d39ce8_nohash_0.wav,0
17354,c1d39ce8,7,../../Data/train/audio/off/c1d39ce8_nohash_9.wav,0
17445,28ce0c58,7,../../Data/train/audio/off/28ce0c58_nohash_4.wav,4
22447,bdee441c,11,../../Data/train/audio/eight/bdee441c_nohash_4.wav,8
4250,9a7c1f83,11,../../Data/train/audio/four/9a7c1f83_nohash_0.wav,9
62282,c120e80e,11,../../Data/train/audio/two/c120e80e_nohash_6.wav,1
22782,c120e80e,11,../../Data/train/audio/eight/c120e80e_nohash_4.wav,1
31808,9a7c1f83,0,../../Data/train/audio/yes/9a7c1f83_nohash_1.wav,9
41841,c1d39ce8,8,../../Data/train/audio/stop/c1d39ce8_nohash_8.wav,0
62188,bdee441c,11,../../Data/train/audio/two/bdee441c_nohash_1.wav,8
58609,d0faf7e4,6,../../Data/train/audio/on/d0faf7e4_nohash_4.wav,7
15049,7c1d8533,11,../../Data/train/audio/cat/7c1d8533_nohash_0.wav,6
47282,c120e80e,2,../../Data/train/audio/up/c120e80e_nohash_5.wav,1
39112,cb2929ce,5,../../Data/train/audio/right/cb2929ce_nohash_5.wav,3
21635,c1d39ce8,11,../../Data/train/audio/eight/c1d39ce8_nohash_5.wav,0
61236,c1d39ce8,11,../../Data/train/audio/two/c1d39ce8_nohash_8.wav,0
38882,bdee441c,5,../../Data/train/audio/right/bdee441c_nohash_0.wav,8
61046,cb8f8307,11,../../Data/train/audio/two/cb8f8307_nohash_3.wav,2
56883,cb8f8307,11,../../Data/train/audio/nine/cb8f8307_nohash_2.wav,2
12124,cb2929ce,11,../../Data/train/audio/three/cb2929ce_nohash_7.wav,3
21536,28ce0c58,11,../../Data/train/audio/eight/28ce0c58_nohash_4.wav,4
40212,c1d39ce8,5,../../Data/train/audio/right/c1d39ce8_nohash_2.wav,0
12779,cb8f8307,4,../../Data/train/audio/left/cb8f8307_nohash_3.wav,2
21846,c1d39ce8,11,../../Data/train/audio/eight/c1d39ce8_nohash_3.wav,0
31373,c1d39ce8,11,../../Data/train/audio/zero/c1d39ce8_nohash_4.wav,0
5275,28ce0c58,11,../../Data/train/audio/four/28ce0c58_nohash_2.wav,4
32103,c1d39ce8,0,../../Data/train/audio/yes/c1d39ce8_nohash_6.wav,0
18998,cb8f8307,11,../../Data/train/audio/house/cb8f8307_nohash_0.wav,2
35775,cb2929ce,11,../../Data/train/audio/one/cb2929ce_nohash_4.wav,3
4306,9a7c1f83,11,../../Data/train/audio/four/9a7c1f83_nohash_4.wav,9
50372,bdee441c,11,../../Data/train/audio/seven/bdee441c_nohash_2.wav,8
26563,c120e80e,3,../../Data/train/audio/down/c120e80e_nohash_5.wav,1
10993,28ce0c58,11,../../Data/train/audio/three/28ce0c58_nohash_4.wav,4
27795,cb8f8307,11,../../Data/train/audio/sheila/cb8f8307_nohash_0.wav,2
35275,28ce0c58,11,../../Data/train/audio/one/28ce0c58_nohash_3.wav,4
33824,c120e80e,0,../../Data/train/audio/yes/c120e80e_nohash_3.wav,1
62083,7c1d8533,11,../../Data/train/audio/two/7c1d8533_nohash_4.wav,6
38372,c120e80e,1,../../Data/train/audio/no/c120e80e_nohash_2.wav,1
50917,cb8f8307,11,../../Data/train/audio/bed/cb8f8307_nohash_0.wav,2
39320,7c1d8533,5,../../Data/train/audio/right/7c1d8533_nohash_0.wav,6
60233,d0faf7e4,6,../../Data/train/audio/on/d0faf7e4_nohash_2.wav,7
44584,cb8f8307,9,../../Data/train/audio/go/cb8f8307_nohash_2.wav,2
39141,c1d39ce8,5,../../Data/train/audio/right/c1d39ce8_nohash_1.wav,0
39375,7c1d8533,5,../../Data/train/audio/right/7c1d8533_nohash_5.wav,6
48374,bdee441c,11,../../Data/train/audio/seven/bdee441c_nohash_0.wav,8
47840,c120e80e,2,../../Data/train/audio/up/c120e80e_nohash_2.wav,1
48695,c1d39ce8,11,../../Data/train/audio/seven/c1d39ce8_nohash_6.wav,0
48755,cb8f8307,11,../../Data/train/audio/seven/cb8f8307_nohash_3.wav,2
33617,c120e80e,0,../../Data/train/audio/yes/c120e80e_nohash_2.wav,1
1993,cb8f8307,11,../../Data/train/audio/happy/cb8f8307_nohash_0.wav,2
15959,d0faf7e4,11,../../Data/train/audio/cat/d0faf7e4_nohash_0.wav,7
58881,c1d39ce8,6,../../Data/train/audio/on/c1d39ce8_nohash_8.wav,0
35431,cb2929ce,11,../../Data/train/audio/one/cb2929ce_nohash_1.wav,3
12648,cb2929ce,4,../../Data/train/audio/left/cb2929ce_nohash_5.wav,3
30835,cb8f8307,11,../../Data/train/audio/zero/cb8f8307_nohash_4.wav,2
56437,7c1d8533,11,../../Data/train/audio/nine/7c1d8533_nohash_5.wav,6
5227,e7ea8b76,11,../../Data/train/audio/four/e7ea8b76_nohash_4.wav,5
5472,e7ea8b76,11,../../Data/train/audio/four/e7ea8b76_nohash_2.wav,5
12468,7c1d8533,4,../../Data/train/audio/left/7c1d8533_nohash_3.wav,6
20949,cb8f8307,11,../../Data/train/audio/eight/cb8f8307_nohash_3.wav,2
35690,e7ea8b76,11,../../Data/train/audio/one/e7ea8b76_nohash_3.wav,5
9157,9a7c1f83,11,../../Data/train/audio/six/9a7c1f83_nohash_5.wav,9
27542,28ce0c58,3,../../Data/train/audio/down/28ce0c58_nohash_0.wav,4
56400,e7ea8b76,11,../../Data/train/audio/nine/e7ea8b76_nohash_0.wav,5
46459,7c1d8533,2,../../Data/train/audio/up/7c1d8533_nohash_0.wav,6
38680,bdee441c,1,../../Data/train/audio/no/bdee441c_nohash_5.wav,8
23640,9a7c1f83,11,../../Data/train/audio/five/9a7c1f83_nohash_0.wav,9
32024,cb2929ce,0,../../Data/train/audio/yes/cb2929ce_nohash_5.wav,3
47269,c1d39ce8,2,../../Data/train/audio/up/c1d39ce8_nohash_3.wav,0
47920,7c1d8533,2,../../Data/train/audio/up/7c1d8533_nohash_2.wav,6
39152,d0faf7e4,5,../../Data/train/audio/right/d0faf7e4_nohash_4.wav,7
40156,c120e80e,5,../../Data/train/audio/right/c120e80e_nohash_5.wav,1
23214,c1d39ce8,11,../../Data/train/audio/five/c1d39ce8_nohash_1.wav,0
38572,9a7c1f83,1,../../Data/train/audio/no/9a7c1f83_nohash_3.wav,9
47013,cb2929ce,2,../../Data/train/audio/up/cb2929ce_nohash_2.wav,3
11727,28ce0c58,11,../../Data/train/audio/three/28ce0c58_nohash_2.wav,4
14887,c120e80e,11,../../Data/train/audio/cat/c120e80e_nohash_0.wav,1
9577,e7ea8b76,11,../../Data/train/audio/six/e7ea8b76_nohash_2.wav,5
56679,9a7c1f83,11,../../Data/train/audio/nine/9a7c1f83_nohash_4.wav,9
63088,9a7c1f83,11,../../Data/train/audio/marvin/9a7c1f83_nohash_1.wav,9
58601,c1d39ce8,6,../../Data/train/audio/on/c1d39ce8_nohash_1.wav,0
5478,7c1d8533,11,../../Data/train/audio/four/7c1d8533_nohash_2.wav,6
48645,c1d39ce8,11,../../Data/train/audio/seven/c1d39ce8_nohash_1.wav,0
54713,9a7c1f83,11,../../Data/train/audio/tree/9a7c1f83_nohash_0.wav,9
31046,28ce0c58,11,../../Data/train/audio/zero/28ce0c58_nohash_5.wav,4
36114,c1d39ce8,11,../../Data/train/audio/one/c1d39ce8_nohash_4.wav,0
22775,c1d39ce8,11,../../Data/train/audio/eight/c1d39ce8_nohash_0.wav,0
57999,c120e80e,11,../../Data/train/audio/nine/c120e80e_nohash_3.wav,1
33840,d0faf7e4,0,../../Data/train/audio/yes/d0faf7e4_nohash_5.wav,7
14006,c120e80e,4,../../Data/train/audio/left/c120e80e_nohash_1.wav,1
59602,cb2929ce,6,../../Data/train/audio/on/cb2929ce_nohash_1.wav,3
30391,cb2929ce,11,../../Data/train/audio/zero/cb2929ce_nohash_2.wav,3
11924,7c1d8533,11,../../Data/train/audio/three/7c1d8533_nohash_2.wav,6
44912,c1d39ce8,9,../../Data/train/audio/go/c1d39ce8_nohash_3.wav,0
40012,28ce0c58,5,../../Data/train/audio/right/28ce0c58_nohash_3.wav,4
39823,cb8f8307,5,../../Data/train/audio/right/cb8f8307_nohash_2.wav,2
34611,cb2929ce,11,../../Data/train/audio/one/cb2929ce_nohash_0.wav,3
43479,c1d39ce8,8,../../Data/train/audio/stop/c1d39ce8_nohash_0.wav,0
43100,c120e80e,8,../../Data/train/audio/stop/c120e80e_nohash_2.wav,1
11310,cb2929ce,11,../../Data/train/audio/three/cb2929ce_nohash_1.wav,3
29625,cb8f8307,11,../../Data/train/audio/zero/cb8f8307_nohash_0.wav,2
58318,bdee441c,6,../../Data/train/audio/on/bdee441c_nohash_0.wav,8
16720,cb8f8307,7,../../Data/train/audio/off/cb8f8307_nohash_0.wav,2
21571,cb2929ce,11,../../Data/train/audio/eight/cb2929ce_nohash_2.wav,3
62900,c120e80e,11,../../Data/train/audio/two/c120e80e_nohash_4.wav,1
40778,e7ea8b76,5,../../Data/train/audio/right/e7ea8b76_nohash_2.wav,5
11640,c120e80e,11,../../Data/train/audio/three/c120e80e_nohash_1.wav,1
31846,7c1d8533,0,../../Data/train/audio/yes/7c1d8533_nohash_3.wav,6
